satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.72,0.6,3,265,2,1,0,0,sales,106703
0.8,0.57,3,176,3,0,0,0,sales,101796
0.7,0.57,4,150,4,0,0,0,sales,100993
0.45,0.79,5,97,6,1,0,0,accounting,103054
0.5,0.65,5,285,6,0,0,0,management,97853
0.51,0.59,3,238,3,0,0,0,support,96419
0.62,0.85,4,225,2,0,0,0,management,101451
0.81,0.52,4,221,6,0,0,0,marketing,96618
0.87,0.68,5,236,4,0,0,0,sales,111407
0.77,0.48,3,204,6,0,0,0,sales,98964
0.9,0.56,3,149,2,0,0,0,sales,90735
0.5,0.76,2,107,4,0,0,0,sales,96521
0.32,0.69,6,192,3,0,0,0,sales,110826
0.92,0.59,4,190,5,0,0,0,technical,95085
0.63,0.58,4,236,2,0,0,0,technical,93115
0.56,0.61,3,250,2,0,0,0,support,112062
0.34,0.76,6,237,5,0,0,0,support,106200
0.36,0.45,2,135,3,1,0,0,support,103610
0.95,0.96,4,161,2,0,0,0,IT,111286
0.48,0.55,4,262,3,1,0,0,RandD,112186
0.86,0.53,4,155,3,0,0,0,marketing,119028
0.64,0.69,4,232,3,0,0,0,technical,117568
0.14,0.54,5,275,4,1,0,0,sales,115413
0.78,0.83,4,158,3,0,0,0,IT,114257
0.37,0.7,2,188,2,0,0,0,sales,106718
0.9,0.67,3,165,2,0,0,0,IT,100933
0.42,0.5,5,286,4,0,0,0,sales,105835
0.65,0.56,3,230,2,0,0,0,IT,95716
0.73,0.74,4,214,3,0,0,0,sales,110304
0.7,0.43,6,253,3,0,0,0,IT,115798
0.63,0.68,4,191,2,0,0,0,IT,104666
0.97,0.63,5,199,2,1,0,0,IT,101360
0.28,0.52,3,127,4,0,0,0,product_mng,118995
0.7,0.6,3,187,2,0,0,0,product_mng,105100
0.83,0.51,4,215,3,0,0,0,product_mng,105464
0.22,0.76,4,176,6,1,0,0,product_mng,99318
0.55,0.47,3,194,2,0,0,0,IT,108811
0.33,0.77,3,216,3,0,0,0,RandD,114403
0.5,0.78,4,185,3,0,0,0,RandD,104203
0.93,0.88,5,140,3,0,0,0,RandD,100446
0.77,0.66,3,260,4,0,0,0,RandD,115724
0.28,0.77,3,221,3,0,0,0,sales,94139
0.97,0.6,6,168,5,1,0,0,sales,103117
0.8,0.78,3,251,3,0,0,0,sales,118873
0.75,0.55,2,188,3,0,0,0,accounting,91691
0.89,0.88,3,203,3,0,0,0,accounting,112275
0.6,0.76,5,168,2,1,0,0,accounting,90261
0.73,0.98,3,227,2,1,0,0,hr,113531
0.88,0.75,4,159,2,0,0,0,hr,98920
0.66,0.51,6,105,4,0,0,0,IT,116873
0.82,0.55,3,207,2,0,0,0,marketing,100046
0.57,0.54,3,157,4,1,0,0,sales,97742
0.75,0.69,3,242,3,0,0,0,sales,95870
0.75,0.67,4,135,2,0,0,0,sales,96796
0.84,0.93,5,225,4,0,0,0,sales,107933
0.54,0.48,3,275,2,0,0,0,sales,91339
0.64,0.53,3,281,3,0,0,0,sales,105126
0.86,0.87,3,268,2,0,0,0,sales,101599
0.55,0.49,5,240,3,0,0,0,technical,112668
0.7,0.8,5,245,4,0,0,0,support,107774
0.96,0.73,3,193,3,1,0,0,support,92891
0.91,0.52,3,256,2,0,0,0,support,100791
0.84,0.68,4,179,3,0,0,0,technical,101214
0.93,0.73,3,252,4,0,0,0,product_mng,95859
0.21,0.65,4,276,6,0,0,0,marketing,99338
0.58,0.63,5,191,3,1,0,0,technical,111504
0.92,0.91,3,160,2,0,0,0,marketing,96086
0.48,0.45,3,277,2,1,0,0,accounting,105024
0.5,0.84,3,259,2,0,0,0,product_mng,111947
0.84,0.95,5,199,3,0,0,0,accounting,113500
0.58,0.74,4,180,3,0,0,0,product_mng,109366
0.71,0.6,4,208,3,0,0,0,accounting,92828
0.24,0.39,4,152,5,0,0,0,product_mng,97630
0.74,0.58,3,220,2,0,0,0,hr,93799
0.59,0.75,2,273,2,0,0,0,IT,90748
0.97,0.69,4,134,3,0,0,0,RandD,102040
0.56,0.85,3,109,2,0,0,0,RandD,91134
0.78,0.59,4,124,3,1,0,0,RandD,106519
0.64,0.72,4,253,4,0,0,0,RandD,95037
0.58,0.9,5,224,3,0,0,0,RandD,100715
0.68,0.58,3,217,2,0,0,0,marketing,109316
0.82,0.73,3,148,4,0,0,0,sales,109624
0.83,0.78,5,240,3,0,0,0,accounting,114797
0.49,0.49,2,226,3,0,0,0,support,104170
0.57,0.95,4,176,3,0,0,0,technical,102108
0.66,0.93,4,248,3,0,0,0,management,104480
0.88,0.75,5,152,3,0,0,0,hr,110936
0.52,0.92,5,280,6,1,0,0,hr,118917
0.48,0.5,6,253,4,0,0,0,technical,96641
0.2,0.59,5,105,4,0,0,0,technical,115040
0.93,0.84,3,159,3,0,0,0,technical,100138
0.55,0.92,4,257,2,0,0,0,technical,101028
0.73,0.64,3,202,4,0,0,0,technical,111220
0.57,0.56,3,241,3,0,0,0,technical,110665
0.97,0.54,3,255,2,1,0,0,RandD,103528
0.91,0.5,4,231,3,0,0,0,sales,104945
0.56,0.63,3,145,2,0,0,0,sales,110912
0.58,0.77,4,190,6,0,0,0,sales,103786
0.92,0.88,3,145,4,1,0,0,sales,109927
0.66,0.77,5,236,3,0,0,0,sales,99621
0.93,0.99,4,209,3,1,0,0,accounting,104519
0.99,0.54,4,196,4,1,0,0,hr,107457
0.2,0.75,3,235,4,0,0,0,technical,115577
0.91,0.79,4,254,2,0,0,0,support,95854
0.95,0.88,3,266,2,1,0,0,support,102353
0.72,0.84,2,173,2,1,0,0,management,100656
0.59,0.82,3,162,2,0,0,0,IT,117006
0.62,0.64,3,165,3,0,0,0,IT,107837
0.56,0.86,4,137,2,1,0,0,RandD,113609
0.78,0.57,4,264,3,0,0,0,sales,119111
0.36,0.66,4,97,2,0,0,0,sales,97892
0.42,0.73,3,115,6,0,0,0,sales,113771
0.76,0.76,4,214,3,0,0,0,technical,103629
0.85,0.99,4,233,2,0,0,0,marketing,116974
0.94,0.92,3,273,3,0,0,0,technical,116830
0.74,0.96,4,197,3,0,0,0,accounting,118913
0.76,0.71,6,168,2,0,0,0,technical,115440
0.75,0.64,3,195,3,0,0,0,sales,118043
0.91,0.52,4,172,4,1,0,0,management,114026
0.79,0.49,4,163,3,0,0,0,sales,109770
0.97,0.66,4,218,3,0,0,0,sales,90808
0.61,0.59,3,157,2,0,0,0,sales,110348
0.77,0.73,5,263,2,0,0,0,accounting,111428
0.99,0.92,5,213,2,0,0,0,hr,107130
0.77,0.83,5,197,4,0,0,0,management,102613
0.61,0.5,3,231,3,0,0,0,IT,95990
0.18,0.85,5,192,3,0,0,0,product_mng,111074
0.73,0.74,3,221,3,0,0,0,RandD,101094
0.88,0.66,3,178,3,0,0,0,RandD,94335
0.96,0.94,3,182,3,0,0,0,marketing,93793
0.68,0.54,4,165,4,0,0,0,sales,93400
0.58,0.88,4,255,3,0,0,0,sales,113505
0.65,0.63,3,137,3,0,0,0,sales,109372
0.52,0.74,3,160,2,0,0,0,marketing,105560
0.39,0.39,2,131,2,0,0,0,marketing,97471
0.48,0.56,4,271,3,0,0,0,technical,90782
0.97,0.74,3,134,3,1,0,0,marketing,110075
0.81,0.54,4,155,4,0,0,0,accounting,110401
0.76,0.48,5,173,3,0,0,0,accounting,94615
0.8,0.65,3,264,4,0,0,0,management,112643
0.58,0.57,5,205,2,0,0,0,marketing,96133
0.73,0.52,3,274,2,0,0,0,technical,111879
0.54,0.72,6,222,5,0,0,0,marketing,106065
0.47,0.4,3,113,3,0,0,0,marketing,92577
0.87,0.79,3,244,3,0,0,0,sales,118938
0.9,0.52,3,162,2,0,0,0,sales,96219
0.51,0.63,3,234,2,0,0,0,sales,103945
0.62,0.71,4,168,2,0,0,0,sales,99653
0.47,0.43,3,120,3,0,0,0,sales,101239
0.59,0.94,5,274,2,0,0,0,sales,118347
0.87,0.62,4,202,3,0,0,0,sales,116334
0.59,0.97,3,209,3,0,0,0,sales,92997
0.87,0.71,6,224,6,0,0,0,sales,112871
0.89,0.93,3,168,2,0,0,0,sales,95298
0.18,0.52,3,213,4,0,0,0,support,90198
0.63,0.87,4,145,3,1,0,0,support,108114
0.5,0.48,2,106,2,0,0,0,support,117780
0.63,0.47,3,180,3,1,0,0,support,96063
0.15,0.95,4,251,5,0,0,0,support,107357
0.96,0.69,4,156,5,0,0,0,support,117525
0.96,0.91,5,179,2,0,0,0,support,104123
0.31,0.51,4,229,6,0,0,0,support,105319
0.82,0.74,3,163,2,0,0,0,sales,116143
0.96,0.54,5,161,3,1,0,0,accounting,110450
0.58,0.97,2,216,3,0,0,0,accounting,98009
0.84,0.56,3,266,3,0,0,0,hr,99335
0.63,0.82,5,268,3,0,0,0,hr,117659
0.56,0.89,3,163,3,1,0,0,technical,90050
0.64,0.94,3,204,2,0,0,0,technical,93550
0.56,0.59,5,254,4,0,0,0,support,90702
0.98,0.68,4,253,3,0,0,0,support,104913
0.51,0.85,2,248,4,0,0,0,IT,109864
0.46,0.73,6,256,4,0,0,0,product_mng,103276
0.36,0.68,2,126,4,0,0,0,marketing,113996
0.52,0.93,2,243,3,0,0,0,accounting,108130
0.51,0.73,3,205,4,0,0,0,accounting,102260
0.6,0.99,5,161,3,0,0,0,management,112005
0.65,0.79,3,201,3,1,0,0,sales,90847
0.6,0.73,2,180,2,0,0,0,sales,110333
0.77,0.71,5,204,3,0,0,0,sales,96146
0.89,0.64,4,151,5,0,0,0,sales,115358
0.71,0.68,4,208,2,0,0,0,accounting,108870
0.96,0.7,3,169,3,0,0,0,support,103246
0.85,0.81,3,205,3,0,0,0,marketing,96702
0.54,0.83,3,201,3,0,0,0,accounting,107684
0.23,0.74,5,120,4,0,0,0,accounting,116488
0.77,0.93,3,227,3,0,0,0,management,103129
0.68,0.81,3,180,2,1,0,0,sales,98464
0.84,0.61,5,202,3,0,0,0,support,100406
0.93,0.79,5,241,4,0,0,0,marketing,90727
0.97,0.55,4,166,3,1,0,0,accounting,119010
0.64,0.53,3,216,3,0,0,0,accounting,105350
0.93,0.49,4,255,2,0,0,0,management,113486
0.99,0.59,5,263,3,0,0,0,sales,113804
0.49,0.55,4,268,4,0,0,0,support,100814
0.78,0.96,3,217,3,0,0,0,marketing,94192
0.75,1,4,222,2,1,0,0,accounting,119783
0.23,0.87,5,258,4,1,0,0,accounting,105174
0.71,0.81,2,182,3,0,0,0,management,103084
0.75,0.53,3,166,3,0,0,0,sales,93008
0.64,0.61,4,143,2,1,0,0,support,102360
0.2,0.83,4,258,4,0,0,0,sales,97280
0.89,0.66,4,176,3,0,0,0,sales,99116
0.15,0.56,4,214,5,0,0,0,sales,108525
0.8,0.6,3,212,3,0,0,0,sales,90974
0.55,0.48,4,271,6,1,0,0,sales,106413
0.53,0.64,5,281,4,0,0,0,sales,99397
0.62,0.77,3,204,4,0,0,0,sales,112032
1,0.58,3,112,2,0,0,0,sales,93672
0.31,0.75,3,120,4,0,0,0,sales,104459
0.62,0.51,5,134,3,0,0,0,sales,103021
0.73,0.61,5,222,3,0,0,0,sales,96235
0.52,0.61,3,203,3,0,0,0,sales,117329
0.64,0.9,6,143,5,0,0,0,support,111734
0.53,0.56,5,236,4,1,0,0,support,116437
0.19,0.6,5,198,4,0,0,0,support,92981
0.5,0.8,4,261,3,0,0,0,technical,101240
0.86,0.97,4,258,3,0,0,0,technical,107819
0.92,0.66,3,230,3,0,0,0,technical,102188
0.82,0.97,3,137,3,0,0,0,management,92886
0.54,0.51,5,258,3,0,0,0,IT,117637
0.79,0.56,4,177,3,0,0,0,sales,105552
0.53,0.57,5,141,3,1,0,0,technical,113408
0.54,0.52,5,170,4,0,0,0,technical,109273
0.93,0.5,2,135,3,0,0,0,technical,91259
0.7,0.6,3,266,2,0,0,0,technical,97882
1,0.75,3,237,3,0,0,0,technical,110495
0.57,0.58,3,251,2,0,0,0,support,114695
0.91,0.69,4,259,3,0,0,0,support,100637
0.94,0.58,5,190,3,1,0,0,support,117792
0.72,0.72,5,265,3,0,0,0,RandD,97697
0.13,0.48,3,210,3,0,0,0,sales,102046
0.61,0.7,4,161,3,1,0,0,management,119480
0.15,0.89,3,251,4,0,0,0,marketing,105128
0.41,0.48,3,135,3,0,0,0,sales,98237
0.73,0.6,4,166,3,0,0,0,sales,114280
0.54,0.65,3,185,2,0,0,0,accounting,117957
0.81,0.79,4,177,2,0,0,0,hr,101663
0.66,0.67,4,268,2,0,0,0,technical,109669
0.44,0.63,3,193,3,0,0,0,technical,115537
0.99,0.9,4,175,3,1,0,0,sales,111785
0.87,0.73,5,111,4,0,0,0,management,101315
0.86,0.82,3,263,6,0,0,0,sales,110279
0.49,0.52,4,267,2,0,0,0,technical,109823
0.64,0.61,4,136,3,0,0,0,sales,103819
0.61,0.67,4,151,3,0,0,0,IT,113960
0.78,0.91,3,177,2,0,0,0,sales,91537
0.19,0.63,6,241,6,0,0,0,sales,98196
0.56,0.99,4,230,3,0,0,0,sales,107357
0.21,0.71,4,270,2,0,0,0,sales,105320
0.83,0.71,3,234,4,0,0,0,accounting,114190
0.5,0.64,3,257,2,1,0,0,accounting,107827
0.74,0.87,5,264,3,0,0,0,accounting,119108
0.75,0.83,4,133,4,0,0,0,hr,103993
0.85,0.66,4,155,4,0,0,0,hr,105347
0.93,0.59,3,202,2,0,0,0,hr,94539
0.76,0.7,3,136,2,0,0,0,hr,96008
0.91,0.78,3,269,3,1,0,0,technical,108316
0.37,0.51,2,153,3,0,0,0,IT,91736
0.87,0.97,4,243,3,0,0,0,IT,98690
0.63,0.72,6,163,4,0,0,0,IT,115094
0.72,0.79,3,221,3,0,0,0,product_mng,104215
0.36,0.55,3,191,3,0,0,0,product_mng,102724
0.96,0.7,4,272,3,0,0,0,product_mng,107383
0.52,0.37,2,118,2,0,0,0,product_mng,106682
0.16,0.83,5,173,4,0,0,0,IT,113235
0.89,0.51,4,185,3,1,0,0,sales,99799
0.68,0.78,5,233,3,0,0,0,technical,92491
0.89,0.57,4,176,4,0,0,0,support,109968
0.28,0.95,5,191,3,0,0,0,support,98756
0.86,0.64,3,245,4,0,0,0,support,119235
0.68,0.84,3,270,3,0,0,0,support,98401
0.61,0.73,3,252,3,0,0,0,technical,108510
0.93,0.86,4,192,4,0,0,0,IT,97382
0.96,0.7,3,207,3,0,0,0,IT,102102
0.49,0.59,4,137,4,0,0,0,technical,119399
0.72,0.61,3,175,3,0,0,0,sales,114395
0.76,0.64,4,234,2,0,0,0,sales,113051
0.69,0.63,5,140,4,0,0,1,sales,90585
0.79,0.61,4,227,2,0,0,1,sales,102313
0.6,0.73,5,241,3,0,0,0,sales,108498
0.78,0.59,5,236,3,0,0,0,technical,95921
0.5,0.75,3,204,2,0,0,0,technical,102995
0.9,0.65,3,254,2,0,0,0,support,117915
0.65,0.98,3,252,2,0,0,0,product_mng,90484
0.26,0.69,5,213,2,0,0,0,accounting,96936
0.73,0.93,3,205,3,0,0,0,product_mng,95002
0.62,0.51,4,193,3,0,0,0,accounting,118409
0.77,0.59,4,273,2,0,0,0,IT,103442
0.78,0.96,2,285,3,0,0,0,sales,93331
0.49,0.59,5,140,3,0,0,0,support,113697
0.61,0.9,2,142,3,0,0,0,marketing,118469
0.96,0.85,4,247,3,0,0,0,sales,99288
0.16,0.61,6,269,2,0,0,0,accounting,101191
0.96,0.82,4,244,3,0,0,0,support,99970
0.77,0.81,4,164,3,0,0,0,technical,116516
0.85,0.87,6,232,5,0,0,0,management,92345
0.37,0.49,3,177,3,0,0,0,marketing,111898
0.68,0.65,3,173,3,1,0,0,marketing,118324
0.87,0.6,5,165,2,1,0,0,marketing,103049
0.95,0.8,3,225,2,0,0,0,sales,92518
0.88,0.91,4,233,4,0,0,0,technical,104552
0.63,0.57,4,192,3,0,0,0,technical,111705
0.75,0.93,3,247,2,0,0,0,technical,109001
0.74,1,4,192,4,0,0,0,technical,105343
0.55,0.68,3,178,3,1,0,0,technical,102519
0.87,0.55,4,197,3,0,0,0,technical,113050
0.13,0.9,5,264,6,0,0,0,technical,94982
0.33,0.64,2,274,3,1,0,0,technical,90942
0.57,0.39,4,132,3,0,0,0,product_mng,117934
0.61,0.89,3,242,10,0,0,0,sales,114677
0.22,0.7,2,274,10,0,0,0,sales,107921
0.5,0.48,4,130,10,0,0,0,sales,93699
0.69,0.72,4,210,2,1,0,0,sales,118830
0.48,0.71,2,162,3,1,0,0,sales,109793
0.93,0.73,4,283,7,0,0,0,sales,101462
0.97,0.55,5,212,6,0,0,0,sales,113412
0.5,1,5,264,8,0,0,1,accounting,90732
0.99,0.84,4,142,10,0,0,0,technical,110817
0.65,0.62,4,258,2,0,0,0,support,113851
0.82,0.85,3,214,2,0,0,0,support,109324
0.6,0.61,5,191,2,1,0,0,technical,104533
0.82,0.82,3,164,3,0,0,0,technical,115523
0.94,0.52,3,273,3,0,0,0,product_mng,113870
0.58,0.91,3,154,10,0,0,0,product_mng,98058
0.49,0.77,3,211,3,0,0,0,IT,90763
0.29,0.37,6,187,10,1,0,0,sales,96513
0.86,0.61,4,193,2,0,0,0,support,119684
0.98,0.7,3,153,10,0,0,0,management,93374
0.69,0.72,4,185,10,1,0,0,management,91532
0.14,0.76,4,142,10,0,0,0,management,98545
0.95,0.9,4,221,10,1,0,0,management,90718
0.53,0.61,3,148,10,0,0,0,management,93176
0.64,0.52,5,258,10,1,0,0,management,96246
0.21,0.43,5,175,2,1,0,0,sales,99481
0.98,0.68,5,171,3,0,0,0,management,109679
0.33,0.97,5,130,4,0,0,0,management,115006
0.14,0.79,5,271,4,0,0,0,management,109969
0.54,0.79,5,249,3,1,0,0,management,98557
0.63,0.48,4,180,4,0,0,0,management,116012
0.55,0.69,4,220,3,1,0,0,management,118534
0.87,0.87,5,207,2,0,0,0,sales,94362
0.81,0.74,2,228,3,0,0,0,management,112260
0.55,0.58,3,254,2,0,0,0,management,110440
0.53,0.53,4,257,2,0,0,0,management,95992
0.69,0.73,3,231,2,1,0,0,management,96132
0.8,0.53,3,217,3,0,0,0,management,96993
0.77,0.98,3,286,6,0,0,0,management,94557
0.51,0.63,5,260,2,0,0,0,product_mng,98084
0.5,0.77,3,267,2,0,0,0,management,90593
0.74,0.63,3,180,3,0,0,0,management,109449
0.74,0.77,3,211,3,0,0,0,management,96100
0.82,0.51,2,268,2,0,0,0,management,110860
0.74,0.71,3,206,3,0,0,0,management,99807
0.2,0.59,6,113,3,0,0,0,management,102790
0.78,0.65,3,139,3,0,0,0,marketing,97522
0.45,0.42,4,156,7,0,0,0,product_mng,102429
0.25,0.89,4,154,10,0,0,0,management,117663
0.89,0.55,5,251,10,0,0,0,management,101048
0.97,0.57,3,164,10,0,0,0,management,119509
0.6,0.65,2,225,10,0,0,0,management,107744
0.67,0.72,2,134,10,0,0,0,management,100827
0.89,0.77,3,144,3,0,0,0,management,116118
0.24,0.81,6,263,7,0,0,0,management,119310
0.49,0.52,4,161,7,0,0,0,management,108313
0.49,0.68,3,192,7,0,0,0,management,91189
0.97,0.51,5,215,7,0,0,0,management,117857
0.55,0.78,4,261,3,0,0,0,management,106356
0.76,0.56,5,222,10,0,0,0,management,116294
0.53,0.66,3,191,3,0,0,0,IT,106713
0.59,0.5,2,162,2,0,0,0,management,115037
0.69,0.86,5,195,6,0,0,0,management,109732
0.5,0.49,4,222,3,0,0,0,management,96963
0.89,0.96,3,179,8,0,0,0,management,108536
0.56,0.39,3,106,8,0,0,0,management,101852
0.77,0.68,3,214,8,1,0,0,management,99981
0.15,0.75,3,259,8,1,0,0,marketing,104208
0.68,0.67,4,162,10,0,0,0,management,102791
0.49,0.78,4,254,10,0,0,0,management,98217
0.72,0.66,4,184,3,0,0,0,management,104061
0.77,0.89,4,269,10,0,0,0,management,93475
0.77,0.73,3,201,10,0,0,0,management,115407
0.59,0.73,4,247,10,0,0,0,management,111714
0.51,0.52,3,188,3,0,0,0,technical,110828
0.15,0.81,5,280,3,1,0,0,RandD,95588
0.44,0.66,6,134,8,0,0,0,RandD,92849
0.7,0.7,3,162,8,0,0,0,RandD,91164
0.96,0.85,4,173,3,0,0,0,marketing,103794
0.62,0.73,3,144,10,1,0,0,support,108671
0.93,0.6,3,188,3,0,0,0,marketing,113271
0.64,0.48,3,147,7,0,0,0,sales,106166
0.66,0.87,3,223,7,0,0,0,sales,103395
0.81,0.78,3,165,3,0,0,0,technical,110282
0.7,0.88,3,159,2,0,0,0,IT,98642
0.94,0.67,4,191,3,1,0,0,product_mng,90734
0.43,0.66,4,135,2,0,0,0,IT,106761
0.43,0.76,6,154,2,0,0,0,management,118276
0.77,0.86,5,238,3,0,0,0,management,111175
0.76,0.98,2,235,3,0,0,0,management,117503
0.82,0.9,3,215,4,0,0,0,management,90325
0.75,0.66,5,234,2,0,0,0,management,110632
0.63,0.98,4,187,3,0,0,0,management,113697
0.63,0.85,4,182,3,1,0,0,sales,117918
0.93,0.7,5,231,7,0,0,1,sales,118081
0.74,0.74,5,160,3,1,0,0,sales,118909
0.69,0.66,3,215,6,0,0,0,sales,106628
0.61,0.79,5,230,10,0,0,0,management,101981
0.88,0.6,4,208,7,0,0,1,management,100462
0.44,0.44,2,141,7,1,0,1,management,108393
0.73,0.78,3,262,7,1,0,1,management,98685
0.58,0.84,4,206,7,0,0,1,management,90268
0.74,0.98,3,166,3,1,0,1,management,103077
0.66,0.79,5,134,3,0,0,0,management,113977
0.72,0.88,3,189,3,1,0,0,management,101047
0.53,0.91,4,167,4,0,0,0,management,99662
0.81,0.8,5,132,2,1,0,0,management,106212
0.58,0.9,3,209,2,0,0,0,management,111392
0.82,0.56,2,227,5,1,0,0,management,112735
0.64,0.55,3,246,2,0,0,1,marketing,91043
0.83,0.6,4,161,2,0,0,0,management,100697
0.82,0.49,5,210,3,0,0,0,management,117880
0.39,0.91,2,212,2,0,0,0,management,102202
0.53,0.47,6,106,6,0,0,0,management,108551
0.88,0.81,4,179,3,0,0,0,management,92161
0.8,0.6,5,217,3,0,0,0,management,98847
0.16,0.93,6,218,6,1,0,0,product_mng,105993
0.5,0.9,5,226,2,0,0,0,management,108599
0.57,0.59,2,111,2,0,0,0,management,95215
0.68,0.75,4,258,3,0,0,0,management,114348
0.62,0.61,3,266,2,0,0,0,management,119738
0.69,0.75,3,253,3,0,0,0,management,113727
0.63,0.7,5,160,3,0,0,0,management,111283
0.73,0.9,3,274,2,0,0,0,support,108885
0.38,0.49,4,196,3,0,0,1,management,116604
0.39,0.75,6,185,3,0,0,1,management,111775
0.49,0.4,2,148,2,1,0,1,management,105436
0.78,0.62,4,150,3,0,0,1,management,112403
0.74,0.79,5,121,5,0,0,1,management,95697
0.82,0.76,4,266,3,0,0,1,management,115417
0.37,0.92,4,211,7,0,0,0,sales,103829
0.5,0.86,3,180,7,0,0,1,management,104673
0.53,0.8,2,225,7,1,0,1,management,114657
0.82,0.74,3,229,7,0,0,1,management,119595
0.15,0.74,6,144,7,0,0,1,management,103323
0.92,0.7,3,129,3,0,0,1,management,106448
0.53,0.74,3,172,10,0,0,1,management,95679
0.71,0.66,3,268,4,0,0,0,marketing,108412
0.14,0.38,5,115,6,1,0,0,marketing,110844
0.85,0.89,4,150,3,0,0,0,accounting,94872
0.55,0.81,3,239,8,0,0,0,accounting,116920
0.59,0.77,3,272,8,0,0,0,management,98540
0.49,0.49,3,104,7,0,0,0,product_mng,101395
0.64,0.5,4,253,10,0,0,1,management,95709
0.22,0.94,3,193,10,0,0,1,management,104442
0.9,0.55,3,259,10,1,0,1,management,119009
0.74,0.95,5,266,10,0,0,1,management,101031
0.85,0.54,3,185,10,0,0,1,management,92569
0.33,0.65,3,172,10,0,0,1,marketing,94401
0.45,0.49,2,149,3,0,1,0,product_mng,112348
0.09,0.85,6,289,4,0,1,0,hr,116106
0.44,0.51,2,156,3,0,1,0,technical,93484
0.45,0.53,2,129,3,0,1,0,technical,111020
0.37,0.46,2,149,3,0,1,0,marketing,111608
0.1,0.86,6,278,4,0,1,0,technical,98140
0.36,0.48,2,156,3,0,1,0,accounting,116903
0.4,0.46,2,143,3,0,1,0,technical,113778
0.8,0.53,3,255,5,0,1,0,technical,98703
0.66,0.57,5,161,5,0,1,0,technical,112689
0.45,0.54,2,129,3,0,1,0,marketing,93558
0.39,0.55,2,159,3,0,1,0,technical,111054
0.45,0.57,2,148,3,0,1,0,marketing,92885
0.43,0.55,2,130,3,0,1,0,support,110650
0.1,0.81,7,291,4,0,1,0,sales,92696
0.83,0.99,5,258,5,0,1,0,support,113256
0.38,0.5,2,152,3,0,1,0,sales,106578
0.61,0.67,4,151,3,0,0,0,IT,92340
0.78,0.91,3,177,2,0,0,0,sales,113931
0.19,0.63,6,241,6,0,0,0,sales,108285
0.56,0.99,4,230,3,0,0,0,sales,107477
0.21,0.71,4,270,2,0,0,0,sales,97948
0.83,0.71,3,234,4,0,0,0,accounting,95670
0.5,0.64,3,257,2,1,0,0,accounting,116172
0.74,0.87,5,264,3,0,0,0,accounting,98279
0.75,0.83,4,133,4,0,0,0,hr,110501
0.85,0.66,4,155,4,0,0,0,hr,94970
0.93,0.59,3,202,2,0,0,0,hr,118238
0.76,0.7,3,136,2,0,0,0,hr,110700
0.91,0.78,3,269,3,1,0,0,technical,97296
0.37,0.51,2,153,3,0,0,0,IT,106233
0.87,0.97,4,243,3,0,0,0,IT,90205
0.63,0.72,6,163,4,0,0,0,IT,100707
0.72,0.79,3,221,3,0,0,0,product_mng,113230
0.36,0.55,3,191,3,0,0,0,product_mng,108553
0.96,0.7,4,272,3,0,0,0,product_mng,94434
0.52,0.37,2,118,2,0,0,0,product_mng,105360
0.16,0.83,5,173,4,0,0,0,IT,107176
0.89,0.51,4,185,3,1,0,0,sales,112180
0.68,0.78,5,233,3,0,0,0,technical,99101
0.89,0.57,4,176,4,0,0,0,support,100421
0.28,0.95,5,191,3,0,0,0,support,106487
0.86,0.64,3,245,4,0,0,0,support,103226
0.68,0.84,3,270,3,0,0,0,support,98729
0.61,0.73,3,252,3,0,0,0,technical,110758
0.93,0.86,4,192,4,0,0,0,IT,106650
0.96,0.7,3,207,3,0,0,0,IT,97569
0.49,0.59,4,137,4,0,0,0,technical,118268
0.72,0.61,3,175,3,0,0,0,sales,104780
0.76,0.64,4,234,2,0,0,0,sales,95092
0.69,0.63,5,140,4,0,0,1,sales,112443
0.79,0.61,4,227,2,0,0,1,sales,108807
0.6,0.73,5,241,3,0,0,0,sales,95036
0.78,0.59,5,236,3,0,0,0,technical,109296
0.5,0.75,3,204,2,0,0,0,technical,106781
0.9,0.65,3,254,2,0,0,0,support,101130
0.65,0.98,3,252,2,0,0,0,product_mng,116710
0.26,0.69,5,213,2,0,0,0,accounting,109752
0.73,0.93,3,205,3,0,0,0,product_mng,98466
0.62,0.51,4,193,3,0,0,0,accounting,108666
0.77,0.59,4,273,2,0,0,0,IT,103834
0.78,0.96,2,285,3,0,0,0,sales,104932
0.49,0.59,5,140,3,0,0,0,support,100444
0.61,0.9,2,142,3,0,0,0,marketing,113672
0.96,0.85,4,247,3,0,0,0,sales,117959
0.16,0.61,6,269,2,0,0,0,accounting,107721
0.96,0.82,4,244,3,0,0,0,support,109113
0.77,0.81,4,164,3,0,0,0,technical,108697
0.85,0.87,6,232,5,0,0,0,management,102437
0.37,0.49,3,177,3,0,0,0,marketing,115062
0.68,0.65,3,173,3,1,0,0,marketing,107311
0.87,0.6,5,165,2,1,0,0,marketing,117578
0.95,0.8,3,225,2,0,0,0,sales,115849
0.88,0.91,4,233,4,0,0,0,technical,103619
0.63,0.57,4,192,3,0,0,0,technical,101357
0.75,0.93,3,247,2,0,0,0,technical,104896
0.74,1,4,192,4,0,0,0,technical,97004
0.55,0.68,3,178,3,1,0,0,technical,100620
